Pcynip, Site131, 1.0
Pcynip, Site004, 1.0
Pcynip, Site056, 1.0
Pcynip, Site137, 1.0
Pcynip, Site021, 1.0
Pcynip, Site102, 1.0
Pcynip, Site245, 1.0
Pcynip, Site057, 1.0
Pcynip, Site002, 1.0
Pcynip, Site142, 1.0
Pcynip, Site023, 1.0
Pcynip, Site144, 1.0
Pcynip, Site009, 1.0
Pcynip, Site052, 1.0
Pcynip, Site008, 1.0
Pcynip, Site020, 1.0
Pcynip, Site036, 1.0
Pcynip, Site095, 1.0
Pcynip, Site188, 1.0
Pcynip, Site153, 1.0
Pcynip, Site192, 1.0
Blivid, Site103, 1.0
Blivid, Site113, 1.0
Aacumi, Site106, 1.0
Aacumi, Site111, 1.0
Aacumi, Site105, 1.0
Aacumi, Site024, 1.0
Aacumi, Site298, 1.0
Aacumi, Site033, 1.0
Aacumi, Site112, 1.0
Aacumi, Site021, 1.0
Aacumi, Site179, 1.0
Aacumi, Site182, 1.0
Aacumi, Site188, 1.0
Aacumi, Site297, 1.0
Aacumi, Site022, 1.0
Aacumi, Site171, 1.0
Aacumi, Site098, 1.0
Aacumi, Site142, 1.0
Aacumi, Site197, 1.0
Aacumi, Site019, 1.0
Aacumi, Site183, 1.0
Aacumi, Site175, 1.0
Aacumi, Site020, 1.0
Aacumi, Site181, 1.0
Aacumi, Site176, 1.0
Aacumi, Site115, 1.0
Aacumi, Site109, 1.0
Aacumi, Site108, 1.0
Aacumi, Site041, 1.0
Aacumi, Site062, 1.0
Ibrevi, Site189, 1.0
Ibrevi, Site115, 1.0
Ibrevi, Site126, 1.0
Ibrevi, Site191, 1.0
Ibrevi, Site188, 1.0
Ibrevi, Site041, 1.0
Sal32, Site122, 1.0
Sal32, Site127, 1.0
Sal32, Site128, 1.0
Hleuco, Site349, 1.0
Hleuco, Site294, 1.0
Hleuco, Site308, 1.0
Hleuco, Site325, 1.0
Hleuco, Site144, 1.0
Hleuco, Site048, 1.0
Hleuco, Site359, 1.0
Hleuco, Site270, 1.0
Hleuco, Site262, 1.0
Hleuco, Site333, 1.0
Hleuco, Site324, 1.0
Hleuco, Site306, 1.0
Hleuco, Site361, 1.0
Hleuco, Site360, 1.0
Hleuco, Site362, 1.0
Hleuco, Site341, 1.0
Hleuco, Site335, 1.0
Hleuco, Site188, 1.0
Hleuco, Site334, 1.0
Hleuco, Site261, 1.0
Hleuco, Site149, 1.0
Hleuco, Site353, 1.0
Hleuco, Site332, 1.0
Hleuco, Site340, 1.0
Hleuco, Site215, 1.0
Hleuco, Site018, 1.0
Hleuco, Site088, 1.0
Hleuco, Site336, 1.0
Hleuco, Site339, 1.0
Hleuco, Site269, 1.0
Hleuco, Site092, 1.0
Hleuco, Site307, 1.0
Hleuco, Site300, 1.0
Hleuco, Site259, 1.0
Hleuco, Site337, 1.0
Hleuco, Site274, 1.0
Halien, Site139, 1.0
Halien, Site366, 1.0
Halien, Site349, 1.0
Halien, Site164, 1.0
Halien, Site333, 1.0
Halien, Site169, 1.0
Halien, Site116, 1.0
Halien, Site098, 1.0
Halien, Site325, 1.0
Halien, Site287, 1.0
Halien, Site282, 1.0
Halien, Site291, 1.0
Halien, Site259, 1.0
Halien, Site303, 1.0
Halien, Site281, 1.0
Halien, Site311, 1.0
Halien, Site374, 1.0
Halien, Site018, 1.0
Halien, Site262, 1.0
Campop, Site057, 1.0
Cflavi, Site362, 1.0
Cflavi, Site035, 1.0
Cflavi, Site044, 1.0
Cflavi, Site002, 1.0
Ireuni, Site300, 1.0
Ireuni, Site310, 1.0
Ireuni, Site291, 1.0
Ireuni, Site272, 1.0
Ireuni, Site302, 1.0
Ireuni, Site271, 1.0
Ctrifa, Site005, 1.0
Lforti, Site019, 1.0
Lforti, Site016, 1.0
Lforti, Site088, 1.0
Lforti, Site078, 1.0
Lforti, Site053, 1.0
Dstram, Site366, 1.0
Dstram, Site224, 1.0
Dstram, Site061, 1.0
Hplicd, Site255, 1.0
Hplicd, Site252, 1.0
Hplicd, Site093, 1.0
Hplicd, Site102, 1.0
Hplicd, Site020, 1.0
Hplicd, Site109, 1.0
Hplicd, Site104, 1.0
Mesole, Site143, 1.0
Mesole, Site020, 1.0
Mesole, Site195, 1.0
Mesole, Site142, 1.0
Mesole, Site188, 1.0
Mesole, Site024, 1.0
Mesole, Site192, 1.0
Mesole, Site134, 1.0
Euryto, Site157, 1.0
Acubic, Site043, 1.0
Acubic, Site046, 1.0
Acubic, Site155, 1.0
Acubic, Site016, 1.0
Acubic, Site015, 1.0
Acubic, Site090, 1.0
Acubic, Site045, 1.0
Acubic, Site085, 1.0
Acubic, Site053, 1.0
Acubic, Site078, 1.0
Acubic, Site020, 1.0
Acubic, Site116, 1.0
Acubic, Site047, 1.0
Acubic, Site058, 1.0
Acubic, Site052, 1.0
Acubic, Site073, 1.0
Acubic, Site042, 1.0
Acubic, Site274, 1.0
Acubic, Site237, 1.0
Hspecc, Site333, 1.0
Hspecc, Site336, 1.0
Hspecc, Site291, 1.0
Hacuti, Site043, 1.0
Hacuti, Site091, 1.0
Hacuti, Site090, 1.0
Hacuti, Site353, 1.0
Hacuti, Site285, 1.0
Hacuti, Site053, 1.0
Hacuti, Site369, 1.0
Hacuti, Site047, 1.0
Hacuti, Site211, 1.0
Hacuti, Site085, 1.0
Hacuti, Site214, 1.0
Hacuti, Site286, 1.0
Hacuti, Site274, 1.0
Onival, Site071, 1.0
Onival, Site052, 1.0
Onival, Site048, 1.0
Onival, Site024, 1.0
Onival, Site237, 1.0
Onival, Site143, 1.0
Onival, Site043, 1.0
Onival, Site046, 1.0
Onival, Site077, 1.0
Onival, Site075, 1.0
Onival, Site107, 1.0
Onival, Site016, 1.0
Onival, Site044, 1.0
Onival, Site090, 1.0
Onival, Site015, 1.0
Onival, Site047, 1.0
Onival, Site042, 1.0
Onival, Site034, 1.0
Onival, Site055, 1.0
Onival, Site005, 1.0
Onival, Site078, 1.0
Onival, Site238, 1.0
Onival, Site026, 1.0
Onival, Site276, 1.0
Lalpic, Site108, 1.0
Lalpic, Site104, 1.0
Bkopel, Site190, 1.0
Bkopel, Site046, 1.0
Bkopel, Site085, 1.0
Bkopel, Site229, 1.0
Bkopel, Site075, 1.0
Bkopel, Site002, 1.0
Bkopel, Site198, 1.0
Bkopel, Site055, 1.0
Bkopel, Site076, 1.0
Bkopel, Site194, 1.0
Bkopel, Site192, 1.0
Bkopel, Site295, 1.0
Ofoeti, Site066, 1.0
Ofoeti, Site027, 1.0
Ofoeti, Site020, 1.0
